"Дата";"Регион";"Заражений";"Выздоровлений";"Смертей";"Смертей за день";"Заражений за день";"Выздоровлений за день"
23.03.2020;Забайкальский край;1;1;0;0;0;0
23.03.2020;Ивановская обл.;1;0;0;0;0;0
23.03.2020;Ингушетия;0;0;0;0;0;0
23.03.2020;Иркутская обл.;0;0;0;0;0;0
23.03.2020;Кабардино-Балкария;2;0;0;0;0;0
23.03.2020;Калининградская обл.;7;0;0;0;0;0
23.03.2020;Калмыкия;0;0;0;0;0;0
23.03.2020;Калужская обл.;1;0;0;0;0;0
23.03.2020;Камчатский край;0;0;0;0;0;0
23.03.2020;Карачаево-Черкессия;0;0;0;0;0;0
23.03.2020;Карелия;0;0;0;0;0;0
23.03.2020;Кемеровская обл.;2;0;0;0;0;0
23.03.2020;Кировская обл.;7;0;0;0;0;0
23.03.2020;Коми;1;0;0;0;0;0
23.03.2020;Костромская обл.;0;0;0;0;0;0
23.03.2020;Краснодарский край;5;0;0;0;0;0
23.03.2020;Красноярский край;5;0;0;0;0;0
23.03.2020;Крым;1;0;0;0;0;0
23.03.2020;Курганская обл.;1;0;0;0;0;0
23.03.2020;Курская обл.;0;0;0;0;0;0
23.03.2020;Ленинградская обл.;1;0;0;0;0;0
23.03.2020;Липецкая обл.;3;3;0;0;0;0
23.03.2020;Магаданская обл.;0;0;0;0;0;0
23.03.2020;Марий Эл;0;0;0;0;0;0
23.03.2020;Мордовия;0;0;0;0;0;0
23.03.2020;Москва;262;9;0;0;71;1
23.03.2020;Московская обл.;35;1;0;0;0;0
23.03.2020;Мурманская обл.;1;0;0;0;0;0
23.03.2020;Ненецкий АО;0;0;0;0;0;0
23.03.2020;Нижегородская обл.;7;0;0;0;0;0
23.03.2020;Новгородская обл.;1;0;0;0;0;0
23.03.2020;Новосибирская обл.;4;0;0;0;0;0
23.03.2020;Омская обл.;0;0;0;0;0;0
23.03.2020;Оренбургская обл.;1;0;0;0;0;0
23.03.2020;Орловская обл.;0;0;0;0;0;0
23.03.2020;Пензенская обл.;1;0;0;0;0;0
23.03.2020;Пермский край;3;0;0;0;0;0
23.03.2020;Приморский край;0;0;0;0;0;0
23.03.2020;Псковская обл.;0;0;0;0;0;0
23.03.2020;Ростовская обл.;0;0;0;0;0;0
23.03.2020;Рязанская обл.;2;0;0;0;0;0
23.03.2020;Самарская обл.;9;0;0;0;0;0
23.03.2020;Санкт-Петербург;16;2;0;0;0;0
23.03.2020;Саратовская обл.;1;0;0;0;0;0
23.03.2020;Саха (Якутия);7;0;0;0;0;0
23.03.2020;Сахалинская обл.;0;0;0;0;0;0
23.03.2020;Свердловская обл.;9;0;0;0;0;0
23.03.2020;Севастополь;0;0;0;0;0;0
23.03.2020;Северная Осетия;0;0;0;0;0;0
23.03.2020;Смоленская обл.;0;0;0;0;0;0
23.03.2020;Ставропольский край;1;0;0;0;0;0
23.03.2020;Тамбовская обл.;3;0;0;0;0;0
23.03.2020;Татарстан;6;0;0;0;0;0
23.03.2020;Тверская обл.;3;0;0;0;0;0
23.03.2020;Томская обл.;1;0;0;0;0;0
23.03.2020;Тульская обл.;5;0;0;0;0;0
23.03.2020;Тыва;0;0;0;0;0;0
23.03.2020;Тюменская обл.;3;1;0;0;0;0
23.03.2020;Удмуртия;2;0;0;0;0;0
23.03.2020;Ульяновская обл.;1;0;0;0;0;0
23.03.2020;Хабаровский край;4;0;0;0;0;0
23.03.2020;Хакасия;1;0;0;0;0;0
23.03.2020;ХМАО – Югра;2;0;0;0;0;0
23.03.2020;Челябинская обл.;1;0;0;0;0;0
23.03.2020;Чечня;0;0;0;0;0;0
23.03.2020;Чувашия;1;0;0;0;0;0
23.03.2020;Чукотский АО;0;0;0;0;0;0
23.03.2020;Ямало-Ненецкий АО;0;0;0;0;0;0
23.03.2020;Ярославская обл.;1;0;0;0;0;0
24.03.2020;Адыгея;0;0;0;0;0;0
24.03.2020;Алтай;0;0;0;0;0;0
24.03.2020;Алтайский край;0;0;0;0;0;0
24.03.2020;Амурская обл.;0;0;0;0;0;0
24.03.2020;Архангельская обл.;2;0;0;0;0;0
24.03.2020;Астраханская обл.;0;0;0;0;0;0
24.03.2020;Башкортостан;3;0;0;0;3;0
24.03.2020;Белгородская обл.;1;0;0;0;0;0
24.03.2020;Брянская обл.;1;0;0;0;0;0
24.03.2020;Бурятия;0;0;0;0;0;0
24.03.2020;Владимирская обл.;0;0;0;0;0;0
24.03.2020;Волгоградская обл.;1;0;0;0;1;0
24.03.2020;Вологодская обл.;0;0;0;0;0;0
24.03.2020;Воронежская обл.;6;0;0;0;4;0
24.03.2020;Дагестан;0;0;0;0;0;0
24.03.2020;Еврейская АО;0;0;0;0;0;0
24.03.2020;Забайкальский край;1;1;0;0;0;0
24.03.2020;Ивановская обл.;1;0;0;0;0;0
24.03.2020;Ингушетия;0;0;0;0;0;0
24.03.2020;Иркутская обл.;0;0;0;0;0;0
24.03.2020;Кабардино-Балкария;2;0;0;0;0;0
24.03.2020;Калининградская обл.;7;0;0;0;0;0
24.03.2020;Калмыкия;0;0;0;0;0;0
24.03.2020;Калужская обл.;2;0;0;0;1;0
24.03.2020;Камчатский край;0;0;0;0;0;0
24.03.2020;Карачаево-Черкессия;0;0;0;0;0;0
24.03.2020;Карелия;0;0;0;0;0;0
24.03.2020;Кемеровская обл.;2;1;0;0;0;1
24.03.2020;Кировская обл.;7;0;0;0;0;0
24.03.2020;Коми;1;0;0;0;0;0
24.03.2020;Костромская обл.;0;0;0;0;0;0
24.03.2020;Краснодарский край;5;0;0;0;0;0
24.03.2020;Красноярский край;5;3;0;0;0;3
24.03.2020;Крым;1;0;0;0;0;0
24.03.2020;Курганская обл.;1;0;0;0;0;0
24.03.2020;Курская обл.;0;0;0;0;0;0
24.03.2020;Ленинградская обл.;3;0;0;0;2;0
24.03.2020;Липецкая обл.;5;3;0;0;2;0
24.03.2020;Магаданская обл.;0;0;0;0;0;0
24.03.2020;Марий Эл;0;0;0;0;0;0
24.03.2020;Мордовия;0;0;0;0;0;0
24.03.2020;Москва;290;9;0;0;28;0
24.03.2020;Московская обл.;35;2;0;0;0;1
24.03.2020;Мурманская обл.;1;0;0;0;0;0
24.03.2020;Ненецкий АО;0;0;0;0;0;0
24.03.2020;Нижегородская обл.;7;0;0;0;0;0
24.03.2020;Новгородская обл.;1;0;0;0;0;0
24.03.2020;Новосибирская обл.;4;0;0;0;0;0
24.03.2020;Омская обл.;0;0;0;0;0;0
24.03.2020;Оренбургская обл.;1;0;0;0;0;0
24.03.2020;Орловская обл.;2;0;0;0;2;0
24.03.2020;Пензенская обл.;1;0;0;0;0;0
24.03.2020;Пермский край;3;0;0;0;0;0
24.03.2020;Приморский край;2;0;0;0;2;0
24.03.2020;Псковская обл.;0;0;0;0;0;0
24.03.2020;Ростовская обл.;0;0;0;0;0;0
24.03.2020;Рязанская обл.;2;0;0;0;0;0
24.03.2020;Самарская обл.;10;0;0;0;1;0
24.03.2020;Санкт-Петербург;21;2;0;0;5;0
24.03.2020;Саратовская обл.;1;0;0;0;0;0
24.03.2020;Саха (Якутия);7;0;0;0;0;0
24.03.2020;Сахалинская обл.;0;0;0;0;0;0
24.03.2020;Свердловская обл.;13;0;0;0;4;0
24.03.2020;Севастополь;0;0;0;0;0;0
24.03.2020;Северная Осетия;0;0;0;0;0;0
24.03.2020;Смоленская обл.;0;0;0;0;0;0
24.03.2020;Ставропольский край;1;0;0;0;0;0
24.03.2020;Тамбовская обл.;3;0;0;0;0;0
24.03.2020;Татарстан;7;0;0;0;1;0
24.03.2020;Тверская обл.;3;0;0;0;0;0
24.03.2020;Томская обл.;1;0;0;0;0;0
24.03.2020;Тульская обл.;5;0;0;0;0;0
24.03.2020;Тыва;0;0;0;0;0;0
24.03.2020;Тюменская обл.;3;1;0;0;0;0
24.03.2020;Удмуртия;2;0;0;0;0;0
24.03.2020;Ульяновская обл.;1;0;0;0;0;0
24.03.2020;Хабаровский край;4;0;0;0;0;0
24.03.2020;Хакасия;1;0;0;0;0;0
24.03.2020;ХМАО – Югра;2;0;0;0;0;0
24.03.2020;Челябинская обл.;1;0;0;0;0;0
24.03.2020;Чечня;1;0;0;0;1;0
24.03.2020;Чувашия;1;0;0;0;0;0
24.03.2020;Чукотский АО;0;0;0;0;0;0
24.03.2020;Ямало-Ненецкий АО;0;0;0;0;0;0
24.03.2020;Ярославская обл.;1;0;0;0;0;0
25.03.2020;Адыгея;0;0;0;0;0;0
25.03.2020;Алтай;0;0;0;0;0;0
25.03.2020;Алтайский край;0;0;0;0;0;0
25.03.2020;Амурская обл.;0;0;0;0;0;0
25.03.2020;Архангельская обл.;3;0;0;0;1;0
25.03.2020;Астраханская обл.;0;0;0;0;0;0
25.03.2020;Башкортостан;4;0;0;0;1;0
25.03.2020;Белгородская обл.;1;0;0;0;0;0
25.03.2020;Брянская обл.;2;0;0;0;1;0
25.03.2020;Бурятия;0;0;0;0;0;0
25.03.2020;Владимирская обл.;0;0;0;0;0;0
25.03.2020;Волгоградская обл.;1;0;0;0;0;0
25.03.2020;Вологодская обл.;0;0;0;0;0;0
25.03.2020;Воронежская обл.;6;0;0;0;0;0
25.03.2020;Дагестан;0;0;0;0;0;0
25.03.2020;Еврейская АО;0;0;0;0;0;0
25.03.2020;Забайкальский край;1;1;0;0;0;0
25.03.2020;Ивановская обл.;1;0;0;0;0;0
25.03.2020;Ингушетия;0;0;0;0;0;0
25.03.2020;Иркутская обл.;0;0;0;0;0;0
25.03.2020;Кабардино-Балкария;4;0;0;0;2;0
25.03.2020;Калининградская обл.;8;1;0;0;1;1
25.03.2020;Калмыкия;0;0;0;0;0;0
25.03.2020;Калужская обл.;2;0;0;0;0;0
25.03.2020;Камчатский край;0;0;0;0;0;0
25.03.2020;Карачаево-Черкессия;0;0;0;0;0;0
25.03.2020;Карелия;0;0;0;0;0;0
25.03.2020;Кемеровская обл.;2;1;0;0;0;0
25.03.2020;Кировская обл.;7;0;0;0;0;0
25.03.2020;Коми;3;0;0;0;2;0
25.03.2020;Костромская обл.;0;0;0;0;0;0
25.03.2020;Краснодарский край;9;0;0;0;4;0
25.03.2020;Красноярский край;5;3;0;0;0;0
25.03.2020;Крым;7;0;0;0;6;0
25.03.2020;Курганская обл.;1;0;0;0;0;0
25.03.2020;Курская обл.;0;0;0;0;0;0
25.03.2020;Ленинградская обл.;3;0;0;0;0;0
25.03.2020;Липецкая обл.;5;3;0;0;0;0
25.03.2020;Магаданская обл.;0;0;0;0;0;0
25.03.2020;Марий Эл;0;0;0;0;0;0
25.03.2020;Мордовия;0;0;0;0;0;0
25.03.2020;Москва;410;14;2;2;120;5
25.03.2020;Московская обл.;41;2;0;0;6;0
25.03.2020;Мурманская обл.;1;0;0;0;0;0
25.03.2020;Ненецкий АО;0;0;0;0;0;0
25.03.2020;Нижегородская обл.;8;1;0;0;1;1
25.03.2020;Новгородская обл.;1;0;0;0;0;0
25.03.2020;Новосибирская обл.;4;0;0;0;0;0
25.03.2020;Омская обл.;0;0;0;0;0;0
25.03.2020;Оренбургская обл.;4;0;0;0;3;0
25.03.2020;Орловская обл.;2;0;0;0;0;0
25.03.2020;Пензенская обл.;2;0;0;0;1;0
25.03.2020;Пермский край;5;0;0;0;2;0
25.03.2020;Приморский край;2;0;0;0;0;0
25.03.2020;Псковская обл.;4;0;0;0;4;0
25.03.2020;Ростовская обл.;1;0;0;0;1;0
25.03.2020;Рязанская обл.;2;0;0;0;0;0
25.03.2020;Самарская обл.;10;0;0;0;0;0
25.03.2020;Санкт-Петербург;21;2;0;0;0;0
25.03.2020;Саратовская обл.;1;0;0;0;0;0
25.03.2020;Саха (Якутия);10;0;0;0;3;0
25.03.2020;Сахалинская обл.;0;0;0;0;0;0
25.03.2020;Свердловская обл.;13;0;0;0;0;0
25.03.2020;Севастополь;0;0;0;0;0;0
25.03.2020;Северная Осетия;0;0;0;0;0;0
25.03.2020;Смоленская обл.;0;0;0;0;0;0
25.03.2020;Ставропольский край;2;0;0;0;1;0
25.03.2020;Тамбовская обл.;3;0;0;0;0;0
25.03.2020;Татарстан;7;0;0;0;0;0
25.03.2020;Тверская обл.;3;0;0;0;0;0
25.03.2020;Томская обл.;1;0;0;0;0;0
25.03.2020;Тульская обл.;7;0;0;0;2;0
25.03.2020;Тыва;0;0;0;0;0;0
25.03.2020;Тюменская обл.;3;1;0;0;0;0
25.03.2020;Удмуртия;2;0;0;0;0;0
25.03.2020;Ульяновская обл.;1;0;0;0;0;0
25.03.2020;Хабаровский край;4;0;0;0;0;0
25.03.2020;Хакасия;1;0;0;0;0;0
25.03.2020;ХМАО – Югра;2;0;0;0;0;0
25.03.2020;Челябинская обл.;2;0;0;0;1;0
25.03.2020;Чечня;1;0;0;0;0;0
25.03.2020;Чувашия;1;0;0;0;0;0
25.03.2020;Чукотский АО;0;0;0;0;0;0
25.03.2020;Ямало-Ненецкий АО;0;0;0;0;0;0
25.03.2020;Ярославская обл.;1;0;0;0;0;0
26.03.2020;Адыгея;0;0;0;0;0;0
26.03.2020;Алтай;0;0;0;0;0;0
26.03.2020;Алтайский край;0;0;0;0;0;0
26.03.2020;Амурская обл.;0;0;0;0;0;0
26.03.2020;Архангельская обл.;3;0;0;0;0;0
26.03.2020;Астраханская обл.;0;0;0;0;0;0
26.03.2020;Башкортостан;4;0;0;0;0;0
26.03.2020;Белгородская обл.;1;0;0;0;0;0
26.03.2020;Брянская обл.;2;0;0;0;0;0
26.03.2020;Бурятия;2;0;0;0;2;0
26.03.2020;Владимирская обл.;0;0;0;0;0;0
26.03.2020;Волгоградская обл.;1;0;0;0;0;0
26.03.2020;Вологодская обл.;0;0;0;0;0;0
26.03.2020;Воронежская обл.;6;0;0;0;0;0
26.03.2020;Дагестан;0;0;0;0;0;0
26.03.2020;Еврейская АО;0;0;0;0;0;0
26.03.2020;Забайкальский край;1;1;0;0;0;0
26.03.2020;Ивановская обл.;1;0;0;0;0;0
26.03.2020;Ингушетия;0;0;0;0;0;0
26.03.2020;Иркутская обл.;0;0;0;0;0;0
26.03.2020;Кабардино-Балкария;4;0;0;0;0;0
26.03.2020;Калининградская обл.;8;1;0;0;0;0
26.03.2020;Калмыкия;0;0;0;0;0;0
26.03.2020;Калужская обл.;2;0;0;0;0;0
26.03.2020;Камчатский край;0;0;0;0;0;0
26.03.2020;Карачаево-Черкессия;0;0;0;0;0;0
26.03.2020;Карелия;0;0;0;0;0;0
26.03.2020;Кемеровская обл.;3;1;0;0;1;0
26.03.2020;Кировская обл.;7;0;0;0;0;0
26.03.2020;Коми;3;0;0;0;0;0
26.03.2020;Костромская обл.;0;0;0;0;0;0
26.03.2020;Краснодарский край;9;0;0;0;0;0
26.03.2020;Красноярский край;8;3;0;0;3;0
26.03.2020;Крым;7;0;0;0;0;0
26.03.2020;Курганская обл.;1;0;0;0;0;0
26.03.2020;Курская обл.;0;0;0;0;0;0
26.03.2020;Ленинградская обл.;3;0;0;0;0;0
26.03.2020;Липецкая обл.;5;3;0;0;0;0
26.03.2020;Магаданская обл.;0;0;0;0;0;0
26.03.2020;Марий Эл;0;0;0;0;0;0
26.03.2020;Мордовия;0;0;0;0;0;0
26.03.2020;Москва;546;15;2;0;136;1
26.03.2020;Московская обл.;41;7;0;0;0;5
26.03.2020;Мурманская обл.;1;0;0;0;0;0
26.03.2020;Ненецкий АО;0;0;0;0;0;0
26.03.2020;Нижегородская обл.;8;1;0;0;0;0
26.03.2020;Новгородская обл.;1;0;0;0;0;0
26.03.2020;Новосибирская обл.;5;0;0;0;1;0
26.03.2020;Омская обл.;0;0;0;0;0;0
26.03.2020;Оренбургская обл.;4;0;0;0;0;0
26.03.2020;Орловская обл.;2;0;0;0;0;0
26.03.2020;Пензенская обл.;2;0;0;0;0;0
26.03.2020;Пермский край;10;0;0;0;5;0
26.03.2020;Приморский край;2;0;0;0;0;0
26.03.2020;Псковская обл.;6;0;0;0;2;0
26.03.2020;Ростовская обл.;1;0;0;0;0;0
26.03.2020;Рязанская обл.;2;0;0;0;0;0
26.03.2020;Самарская обл.;12;0;0;0;2;0
26.03.2020;Санкт-Петербург;26;2;0;0;5;0
26.03.2020;Саратовская обл.;1;0;0;0;0;0
26.03.2020;Саха (Якутия);14;0;0;0;4;0
26.03.2020;Сахалинская обл.;0;0;0;0;0;0
26.03.2020;Свердловская обл.;20;0;0;0;7;0
26.03.2020;Севастополь;0;0;0;0;0;0
26.03.2020;Северная Осетия;0;0;0;0;0;0
26.03.2020;Смоленская обл.;0;0;0;0;0;0
26.03.2020;Ставропольский край;5;0;0;0;3;0
26.03.2020;Тамбовская обл.;3;0;0;0;0;0
26.03.2020;Татарстан;10;0;0;0;3;0
26.03.2020;Тверская обл.;3;0;0;0;0;0
26.03.2020;Томская обл.;2;0;0;0;1;0
26.03.2020;Тульская обл.;7;0;0;0;0;0
26.03.2020;Тыва;0;0;0;0;0;0
26.03.2020;Тюменская обл.;3;1;0;0;0;0
26.03.2020;Удмуртия;2;0;0;0;0;0
26.03.2020;Ульяновская обл.;1;0;0;0;0;0
26.03.2020;Хабаровский край;5;0;0;0;1;0
26.03.2020;Хакасия;2;0;0;0;1;0
26.03.2020;ХМАО – Югра;4;0;0;0;2;0
26.03.2020;Челябинская обл.;5;0;0;0;3;0
26.03.2020;Чечня;1;0;0;0;0;0
26.03.2020;Чувашия;1;0;0;0;0;0
26.03.2020;Чукотский АО;0;0;0;0;0;0
26.03.2020;Ямало-Ненецкий АО;0;0;0;0;0;0
26.03.2020;Ярославская обл.;1;0;0;0;0;0
27.03.2020;Адыгея;0;0;0;0;0;0
27.03.2020;Алтай;0;0;0;0;0;0
27.03.2020;Алтайский край;0;0;0;0;0;0
27.03.2020;Амурская обл.;0;0;0;0;0;0
27.03.2020;Архангельская обл.;3;0;0;0;0;0
27.03.2020;Астраханская обл.;0;0;0;0;0;0
27.03.2020;Башкортостан;4;0;0;0;0;0
27.03.2020;Белгородская обл.;1;0;0;0;0;0
27.03.2020;Брянская обл.;2;0;0;0;0;0
27.03.2020;Бурятия;2;0;0;0;0;0
27.03.2020;Владимирская обл.;0;0;0;0;0;0
27.03.2020;Волгоградская обл.;4;0;0;0;3;0
27.03.2020;Вологодская обл.;0;0;0;0;0;0
27.03.2020;Воронежская обл.;6;0;0;0;0;0
27.03.2020;Дагестан;1;0;0;0;1;0
27.03.2020;Еврейская АО;0;0;0;0;0;0
27.03.2020;Забайкальский край;1;1;0;0;0;0
27.03.2020;Ивановская обл.;2;0;0;0;1;0
27.03.2020;Ингушетия;0;0;0;0;0;0
27.03.2020;Иркутская обл.;0;0;0;0;0;0
27.03.2020;Кабардино-Балкария;4;0;0;0;0;0
27.03.2020;Калининградская обл.;8;1;0;0;0;0
27.03.2020;Калмыкия;0;0;0;0;0;0
27.03.2020;Калужская обл.;2;0;0;0;0;0
27.03.2020;Камчатский край;0;0;0;0;0;0
27.03.2020;Карачаево-Черкессия;0;0;0;0;0;0
27.03.2020;Карелия;0;0;0;0;0;0
27.03.2020;Кемеровская обл.;3;1;0;0;0;0
27.03.2020;Кировская обл.;8;0;0;0;1;0
27.03.2020;Коми;3;0;0;0;0;0
27.03.2020;Костромская обл.;0;0;0;0;0;0
27.03.2020;Краснодарский край;9;0;0;0;0;0
27.03.2020;Красноярский край;8;3;0;0;0;0
27.03.2020;Крым;14;0;0;0;7;0
27.03.2020;Курганская обл.;1;0;0;0;0;0
27.03.2020;Курская обл.;0;0;0;0;0;0
27.03.2020;Ленинградская обл.;3;0;0;0;0;0
27.03.2020;Липецкая обл.;5;3;0;0;0;0
27.03.2020;Магаданская обл.;0;0;0;0;0;0
27.03.2020;Марий Эл;0;0;0;0;0;0
27.03.2020;Мордовия;2;0;0;0;2;0
27.03.2020;Москва;703;18;3;1;157;3
27.03.2020;Московская обл.;49;8;0;0;8;1
27.03.2020;Мурманская обл.;1;0;0;0;0;0
27.03.2020;Ненецкий АО;0;0;0;0;0;0
27.03.2020;Нижегородская обл.;8;1;0;0;0;0
27.03.2020;Новгородская обл.;1;0;0;0;0;0
27.03.2020;Новосибирская обл.;5;0;0;0;0;0
27.03.2020;Омская обл.;0;0;0;0;0;0
27.03.2020;Оренбургская обл.;4;0;0;0;0;0
27.03.2020;Орловская обл.;3;0;0;0;1;0
27.03.2020;Пензенская обл.;2;0;0;0;0;0
27.03.2020;Пермский край;10;0;0;0;0;0
27.03.2020;Приморский край;2;0;0;0;0;0
27.03.2020;Псковская обл.;6;0;0;0;0;0
27.03.2020;Ростовская обл.;2;0;0;0;1;0
27.03.2020;Рязанская обл.;2;0;0;0;0;0
27.03.2020;Самарская обл.;14;0;0;0;2;0
27.03.2020;Санкт-Петербург;26;5;0;0;0;3
27.03.2020;Саратовская обл.;1;0;0;0;0;0
27.03.2020;Саха (Якутия);14;0;0;0;0;0
27.03.2020;Сахалинская обл.;0;0;0;0;0;0
27.03.2020;Свердловская обл.;20;0;0;0;0;0
27.03.2020;Севастополь;5;0;0;0;5;0
27.03.2020;Северная Осетия;0;0;0;0;0;0
27.03.2020;Смоленская обл.;0;0;0;0;0;0
27.03.2020;Ставропольский край;5;0;0;0;0;0
27.03.2020;Тамбовская обл.;3;0;0;0;0;0
27.03.2020;Татарстан;11;0;0;0;1;0
27.03.2020;Тверская обл.;3;0;0;0;0;0
27.03.2020;Томская обл.;2;0;0;0;0;0
27.03.2020;Тульская обл.;8;0;0;0;1;0
27.03.2020;Тыва;0;0;0;0;0;0
27.03.2020;Тюменская обл.;3;1;0;0;0;0
27.03.2020;Удмуртия;4;0;0;0;2;0
27.03.2020;Ульяновская обл.;1;0;0;0;0;0
27.03.2020;Хабаровский край;5;0;0;0;0;0
27.03.2020;Хакасия;2;0;0;0;0;0
27.03.2020;ХМАО – Югра;4;0;0;0;0;0
27.03.2020;Челябинская обл.;5;0;0;0;0;0
27.03.2020;Чечня;3;0;0;0;2;0
27.03.2020;Чувашия;1;0;0;0;0;0
27.03.2020;Чукотский АО;0;0;0;0;0;0
27.03.2020;Ямало-Ненецкий АО;0;0;0;0;0;0
27.03.2020;Ярославская обл.;2;0;0;0;1;0
28.03.2020;Адыгея;1;0;0;0;1;0
28.03.2020;Алтай;0;0;0;0;0;0
28.03.2020;Алтайский край;0;0;0;0;0;0
28.03.2020;Амурская обл.;0;0;0;0;0;0
28.03.2020;Архангельская обл.;3;0;0;0;0;0
28.03.2020;Астраханская обл.;0;0;0;0;0;0
28.03.2020;Башкортостан;4;0;0;0;0;0
28.03.2020;Белгородская обл.;1;0;0;0;0;0
28.03.2020;Брянская обл.;3;0;0;0;1;0
28.03.2020;Бурятия;8;0;0;0;6;0
28.03.2020;Владимирская обл.;0;0;0;0;0;0
28.03.2020;Волгоградская обл.;4;0;0;0;0;0
28.03.2020;Вологодская обл.;0;0;0;0;0;0
28.03.2020;Воронежская обл.;6;0;0;0;0;0
28.03.2020;Дагестан;1;0;0;0;0;0
28.03.2020;Еврейская АО;0;0;0;0;0;0
28.03.2020;Забайкальский край;1;1;0;0;0;0
28.03.2020;Ивановская обл.;7;0;0;0;5;0
28.03.2020;Ингушетия;0;0;0;0;0;0
28.03.2020;Иркутская обл.;0;0;0;0;0;0
28.03.2020;Кабардино-Балкария;4;0;0;0;0;0
28.03.2020;Калининградская обл.;11;1;0;0;3;0
28.03.2020;Калмыкия;0;0;0;0;0;0
28.03.2020;Калужская обл.;2;0;0;0;0;0
28.03.2020;Камчатский край;0;0;0;0;0;0
28.03.2020;Карачаево-Черкессия;0;0;0;0;0;0
28.03.2020;Карелия;0;0;0;0;0;0
28.03.2020;Кемеровская обл.;3;1;0;0;0;0
28.03.2020;Кировская обл.;8;2;0;0;0;2
28.03.2020;Коми;3;0;0;0;0;0
28.03.2020;Костромская обл.;1;0;0;0;1;0
28.03.2020;Краснодарский край;17;0;0;0;8;0
28.03.2020;Красноярский край;12;3;0;0;4;0
28.03.2020;Крым;15;0;0;0;1;0
28.03.2020;Курганская обл.;1;0;0;0;0;0
28.03.2020;Курская обл.;0;0;0;0;0;0
28.03.2020;Ленинградская обл.;7;0;0;0;4;0
28.03.2020;Липецкая обл.;8;3;0;0;3;0
28.03.2020;Магаданская обл.;0;0;0;0;0;0
28.03.2020;Марий Эл;0;0;0;0;0;0
28.03.2020;Мордовия;2;0;0;0;0;0
28.03.2020;Москва;817;18;5;2;114;0
28.03.2020;Московская обл.;85;8;0;0;36;0
28.03.2020;Мурманская обл.;1;0;0;0;0;0
28.03.2020;Ненецкий АО;0;0;0;0;0;0
28.03.2020;Нижегородская обл.;11;1;0;0;3;0
28.03.2020;Новгородская обл.;1;0;0;0;0;0
28.03.2020;Новосибирская обл.;7;0;0;0;2;0
28.03.2020;Омская обл.;0;0;0;0;0;0
28.03.2020;Оренбургская обл.;6;0;0;0;2;0
28.03.2020;Орловская обл.;3;0;0;0;0;0
28.03.2020;Пензенская обл.;2;0;0;0;0;0
28.03.2020;Пермский край;11;0;0;0;1;0
28.03.2020;Приморский край;2;0;0;0;0;0
28.03.2020;Псковская обл.;6;0;0;0;0;0
28.03.2020;Ростовская обл.;2;0;0;0;0;0
28.03.2020;Рязанская обл.;2;0;0;0;0;0
28.03.2020;Самарская обл.;14;1;0;0;0;1
28.03.2020;Санкт-Петербург;37;5;0;0;11;0
28.03.2020;Саратовская обл.;2;0;0;0;1;0
28.03.2020;Саха (Якутия);14;0;0;0;0;0
28.03.2020;Сахалинская обл.;4;0;0;0;4;0
28.03.2020;Свердловская обл.;24;0;0;0;4;0
28.03.2020;Севастополь;5;0;0;0;0;0
28.03.2020;Северная Осетия;0;0;0;0;0;0
28.03.2020;Смоленская обл.;1;0;0;0;1;0
28.03.2020;Ставропольский край;5;0;0;0;0;0
28.03.2020;Тамбовская обл.;3;0;0;0;0;0
28.03.2020;Татарстан;14;1;0;0;3;1
28.03.2020;Тверская обл.;3;0;0;0;0;0
28.03.2020;Томская обл.;2;0;0;0;0;0
28.03.2020;Тульская обл.;11;0;0;0;3;0
28.03.2020;Тыва;0;0;0;0;0;0
28.03.2020;Тюменская обл.;3;1;0;0;0;0
28.03.2020;Удмуртия;4;0;0;0;0;0
28.03.2020;Ульяновская обл.;1;0;0;0;0;0
28.03.2020;Хабаровский край;5;0;0;0;0;0
28.03.2020;Хакасия;2;0;0;0;0;0
28.03.2020;ХМАО – Югра;4;0;0;0;0;0
28.03.2020;Челябинская обл.;9;0;0;0;4;0
28.03.2020;Чечня;5;0;0;0;2;0
28.03.2020;Чувашия;1;0;0;0;0;0
28.03.2020;Чукотский АО;0;0;0;0;0;0
28.03.2020;Ямало-Ненецкий АО;0;0;0;0;0;0
28.03.2020;Ярославская обл.;2;0;0;0;0;0
29.03.2020;Адыгея;1;0;0;0;0;0
29.03.2020;Алтай;0;0;0;0;0;0
29.03.2020;Алтайский край;0;0;0;0;0;0
29.03.2020;Амурская обл.;1;0;0;0;1;0
29.03.2020;Архангельская обл.;3;0;0;0;0;0
29.03.2020;Астраханская обл.;0;0;0;0;0;0
29.03.2020;Башкортостан;5;0;0;0;1;0
29.03.2020;Белгородская обл.;2;0;0;0;1;0
29.03.2020;Брянская обл.;3;0;0;0;0;0
29.03.2020;Бурятия;8;0;0;0;0;0
29.03.2020;Владимирская обл.;0;0;0;0;0;0
29.03.2020;Волгоградская обл.;4;0;0;0;0;0
29.03.2020;Вологодская обл.;0;0;0;0;0;0
29.03.2020;Воронежская обл.;6;0;0;0;0;0
29.03.2020;Дагестан;1;0;0;0;0;0
29.03.2020;Еврейская АО;0;0;0;0;0;0
29.03.2020;Забайкальский край;1;1;0;0;0;0
29.03.2020;Ивановская обл.;7;0;0;0;0;0
29.03.2020;Ингушетия;0;0;0;0;0;0
29.03.2020;Иркутская обл.;1;0;0;0;1;0
29.03.2020;Кабардино-Балкария;4;0;0;0;0;0
